Category,Subcategory,Item Name,ItemID,Catalog ID,Contract ID,contract total value,contract start date,contract end date,contract term,PurchaseID,User Name,UserID,Supplier Name,SupplierID,PurchaseDate,DeliveryDate,Quantity,Unit Price,TotalCost,CostCenter,GLAccount,Currency,Budget Owner,Budget,Budget Available,Department,Role,Country,Contact Number,Email,Rating,Avg Delivery Time,Lead Time,Reliability Score,Description,Specifications
Presentation Equipment,Projector,Epson Home Cinema 4010,I111,CAT008,,,,,,PO841,Matthew Willis,US085,Walters-Baldwin,SUP048,5/16/2024,6/11/2024,12,71.09,853.08,CC85,GL15700,USD,Cathy Brown,900000,886616.76,Finance,Procurement Manager,France,+33 9904244355,walters-baldwin@gmail.com,3.99,4,7,4.69,"The Epson Home Cinema 4010 is a 4K PRO-UHD projector designed for home theaters. It offers HDR support, advanced image processing, and a high contrast ratio for an immersive viewing experience.","Specs: 2,400 lumens, 4K PRO-UHD resolution, HDR support, 200,000:1 contrast ratio, HDMI/USB inputs."
Computers & Electronics,Desktop Computer,Dell OptiPlex 7080,I112,CAT013,,,,,,PO842,Kelly Roberts,US065,Walters-Roberts,SUP053,2/25/2024,3/17/2024,17,64.71,1100.07,CC94,GL16600,USD,Henry Hall,170000,158553.9,Marketing,Employee,Germany,+49 9618804301,walters-roberts@gmail.com,2.14,10,13,4.95,The Dell OptiPlex 7080 is a powerful and reliable desktop computer designed for business and office use. It offers high-performance components and secure management features.,"Specs: Intel Core i5/i7 CPU, up to 64GB RAM, up to 4TB HDD/1TB SSD, Windows 10 Pro, TPM security."
Office Furniture,Conference Table,National Public Seating Table,I098,CAT013,,,,,,PO843,Steven Gibbs,US096,Walters-Roberts,SUP053,3/13/2024,3/15/2024,18,139.73,2515.14,CC80,GL15500,USD,John Doe,100000,97690.96,Maintenance,Procurement Manager,Germany,+49 9618804301,walters-roberts@gmail.com,2.14,10,13,4.95,The National Public Seating Table is a versatile and durable conference table suitable for various settings. It features a laminate surface and a sturdy metal frame.,"Specs: Dimensions: 72"" L x 36"" W x 29"" H, laminate surface, metal frame, easy assembly."
Office Furniture,Office Chair,Autonomous ErgoChair 2,I088,CAT016,,,,,,PO844,Sarah Miller,US083,Martinez Inc,SUP056,6/5/2024,6/8/2024,13,241.94,3145.22,CC92,GL16400,USD,Henry Hall,1300000,1298745.76,Marketing,Department Head,Brazil,+55 4434062877,martinezinc@gmail.com,2.43,7,12,2.66,"The Autonomous ErgoChair 2 is an affordable ergonomic office chair with a range of adjustments for customized comfort. It features a breathable mesh back, adjustable lumbar support, and a tilt mechanism with tension control.","Specs: Mesh back and seat, adjustable lumbar support, tilt mechanism, height adjustment, adjustable armrests."
Presentation Equipment,Projector,Epson PowerLite 1781W,I102,CAT014,,,,,,PO845,John Martinez,US097,"Stone, Roberts and Peterson",SUP054,5/3/2024,5/19/2024,11,68.82,757.02,CC81,GL15200,USD,John Doe,80000,68637.77,Maintenance,Procurement Manager,UK,+44 5945476923,stonerobertsandpeterson@gmail.com,4.46,4,5,1.66,The Epson PowerLite 1781W is a versatile and portable projector suitable for presentations and classrooms. It offers WXGA resolution and wireless connectivity for easy setup.,"Specs: 3,200 lumens, WXGA resolution, wireless connectivity, HDMI input, 10,000:1 contrast ratio."
Presentation Equipment,Projector,JVC DLA-NX5,I110,CAT005,,,,,,PO846,Christine Decker,US021,"Adams, Martinez and Olson",SUP045,3/13/2024,3/15/2024,10,230.76,2307.6,CC93,GL16500,USD,Henry Hall,100000,88716.9,Marketing,Employee,Germany,+49 6170924663,adamsmartinezandolson@gmail.com,2.15,6,8,3.07,"The JVC DLA-NX5 is a high-end home theater projector designed for cinematic experiences. It features 4K resolution, HDR support, and advanced image processing for exceptional picture quality.","Specs: 1,800 lumens, 3840x2160 resolution, HDR support, 3D support, HDMI/USB inputs."
Office Furniture,Conference Table,Sauder Heritage Hill Executive Desk,I092,CAT011,,,,,,PO847,Raymond Johnson,US047,Gregory Ltd,SUP051,2/1/2024,3/2/2024,6,215.87,1295.22,CC100,GL17200,USD,Bob Lee,1500000,1499179.2,Production,Procurement Manager,Australia,+61 3926452781,gregoryltd@gmail.com,3.69,9,12,1.29,"The Sauder Heritage Hill Executive Desk is a stylish and spacious conference table with a classic design. It features a sturdy construction, ample workspace, and built-in storage.","Specs: Dimensions: 71"" W x 35.6"" D x 29.6"" H, solid wood construction, file drawer, keyboard tray."
Presentation Equipment,Projector,JVC DLA-NX5,I110,CAT011,,,,,,PO848,Christine Decker,US021,Gregory Ltd,SUP051,3/24/2024,3/26/2024,16,68.3,1092.8,CC93,GL16500,USD,Henry Hall,100000,81947.04,Marketing,Employee,Australia,+61 3926452781,gregoryltd@gmail.com,3.69,9,12,1.29,"The JVC DLA-NX5 is a high-end home theater projector designed for cinematic experiences. It features 4K resolution, HDR support, and advanced image processing for exceptional picture quality.","Specs: 1,800 lumens, 3840x2160 resolution, HDR support, 3D support, HDMI/USB inputs."
Computers & Electronics,Desktop Computer,CyberPowerPC Gamer Xtreme VR,I120,CAT008,,,,,,PO849,Joseph Lee,US055,Walters-Baldwin,SUP048,3/1/2024,3/8/2024,3,60.74,182.22,CC82,GL15300,USD,John Doe,1500000,1498291.05,Maintenance,Department Head,France,+33 9904244355,walters-baldwin@gmail.com,3.99,4,7,4.69,The CyberPowerPC Gamer Xtreme VR is a powerful and customizable gaming desktop computer designed for virtual reality gaming. It offers high-performance components and advanced cooling features.,"Specs: Intel Core i7/i9 CPU, up to 64GB RAM, up to 2TB SSD, NVIDIA RTX 3080 GPU, Windows 10."
Office Furniture,Office Chair,Ergohuman High Back Swivel Chair,I086,CAT006,,,,,,PO850,Lucas Williams,US026,Higgins-Rivera,SUP046,3/30/2024,4/12/2024,19,190.89,3626.91,CC100,GL17200,USD,Bob Lee,1500000,1498164.03,Production,Employee,Japan,+81 7676848357,higgins-rivera@gmail.com,4.94,3,6,1.67,"The Ergohuman High Back Swivel Chair is an ergonomic office chair designed for superior comfort and support. It features a breathable mesh back, adjustable lumbar support, and a tilt mechanism with tension control.","Specs: Mesh back, adjustable lumbar support, synchro-tilt mechanism, height adjustment, padded armrests."
Office Furniture,Office Chair,Sihoo Ergonomic Office Chair,I091,CAT010,,,,,,PO851,John Martinez,US097,Thompson-Lopez,SUP050,4/2/2024,4/28/2024,11,269.64,2966.04,CC80,GL15500,USD,John Doe,100000,98964.24,Maintenance,Procurement Manager,India,+91 6273643202,thompson-lopez@gmail.com,2.68,8,9,4.91,"The Sihoo Ergonomic Office Chair is a budget-friendly option that offers ergonomic features for long-term comfort. It features a breathable mesh back, adjustable lumbar support, and a tilt mechanism with tension control.","Specs: Mesh back, adjustable lumbar support, tilt mechanism, height adjustment, padded seat."
Networking Devices,Switch,Zyxel GS1900-24E,I141,CAT006,,,,,,PO852,Jeffrey Wolfe,US050,Higgins-Rivera,SUP046,4/12/2024,5/11/2024,17,219.87,3737.79,CC99,GL17100,USD,Alice Johnson,7500000,7498403.02,Assembly,Procurement Manager,Japan,+81 7676848357,higgins-rivera@gmail.com,4.94,3,6,1.67,"The Zyxel GS1900-24E is a managed Gigabit Ethernet switch designed for small and medium businesses. It offers advanced management features, PoE support, and reliable performance.","Specs: 24 Gigabit Ethernet ports, 4 PoE ports, 192W PoE budget, web-based management, Layer 2 switching."
Office Furniture,Conference Table,Flash Furniture 6-Foot Bi-Fold Table,I094,CAT015,,,,,,PO853,Robert Allen,US049,"Martinez, Gordon and Allen",SUP055,4/15/2024,5/4/2024,11,211.46,2326.06,CC80,GL15500,USD,John Doe,100000,98864.58,Maintenance,Procurement Manager,China,+86 6866263271,martinezgordonandallen@gmail.com,2.26,5,10,3.26,The Flash Furniture 6-Foot Bi-Fold Table is a versatile and portable conference table that can be easily stored or transported. It features a bi-fold design and a durable surface.,"Specs: Dimensions: 72"" L x 30"" W x 29.5"" H, bi-fold design, lightweight construction, carrying handle."
Office Furniture,Office Chair,Humanscale Freedom Chair,I087,CAT011,,,,,,PO854,Karen Casey,US074,Gregory Ltd,SUP051,2/13/2024,3/8/2024,20,89.1,1782,CC92,GL16400,USD,Henry Hall,1300000,1298159.6,Marketing,Department Head,Australia,+61 3926452781,gregoryltd@gmail.com,3.69,9,12,1.29,"The Humanscale Freedom Chair is a high-end ergonomic office chair that automatically adjusts to your body movements. It features a self-adjusting recline mechanism, adjustable armrests, and a pivoting backrest.","Specs: Self-adjusting recline, pivoting backrest, adjustable armrests, weight-sensitive recline, gel-based cushions."
Computers & Electronics,Printer,Dell S2830dn,I129,CAT006,,,,,,PO855,Mary Clay,US098,Higgins-Rivera,SUP046,3/10/2024,3/22/2024,18,262.67,4728.06,CC90,GL16200,USD,Grace Moore,1550000,1540635.5,Warehouse,Employee,Japan,+81 7676848357,higgins-rivera@gmail.com,4.94,3,6,1.67,"The Dell S2830dn is a reliable and efficient monochrome laser printer designed for small and medium businesses. It offers fast printing speeds, high-quality output, and networking capabilities.","Specs: Up to 40 ppm, 1200x1200 dpi, Ethernet/USB connectivity, 350-sheet tray, automatic duplex printing."
Computers & Electronics,Desktop Computer,ASUS ROG Strix G35,I116,CAT012,,,,,,PO856,Linda Hansen,US034,Johnson and Sons,SUP052,2/26/2024,3/17/2024,12,134.25,1611,CC82,GL15300,USD,John Doe,1500000,1491929.88,Maintenance,Employee,UK,+44 8267103639,johnsonandsons@gmail.com,3.01,7,11,2.54,"The ASUS ROG Strix G35 is a high-performance gaming desktop computer designed for gamers and content creators. It offers powerful components, advanced cooling, and customizable lighting.","Specs: Intel Core i7/i9 CPU, up to 64GB RAM, up to 2TB SSD, NVIDIA RTX 3080 GPU, Windows 10."
Computers & Electronics,Desktop Computer,HP EliteDesk 800 G6,I114,CAT010,,,,,,PO857,David Herrera,US093,Thompson-Lopez,SUP050,2/25/2024,3/15/2024,9,86.42,777.78,CC94,GL16600,USD,Henry Hall,170000,164512.88,Marketing,Procurement Manager,India,+91 6273643202,thompson-lopez@gmail.com,2.68,8,9,4.91,"The HP EliteDesk 800 G6 is a reliable and secure desktop computer designed for business and enterprise use. It offers high performance, robust security features, and manageability.","Specs: Intel Core i5/i7 CPU, up to 64GB RAM, up to 3TB HDD/2TB SSD, Windows 10 Pro, TPM security."
Computers & Electronics,Printer,Kyocera Ecosys P5026cdw,I130,CAT007,,,,,,PO858,Donna Patrick,US067,Moore-Williams,SUP047,1/6/2024,1/27/2024,17,171.72,2919.24,CC103,GL17400,USD,Bob Lee,1900000,1890333.12,Production,Procurement Manager,Brazil,+55 5886325218,moore-williams@gmail.com,2.52,6,10,4.67,"The Kyocera Ecosys P5026cdw is a high-performance color laser printer designed for small and medium businesses. It offers fast printing speeds, high-quality output, and wireless connectivity.","Specs: Up to 26 ppm, 1200x1200 dpi, wireless/Ethernet connectivity, 500-sheet tray, automatic duplex printing."
Networking Devices,Switch,D-Link DGS-1016D,I136,CAT006,,,,,,PO859,Andre Glenn,US009,Higgins-Rivera,SUP046,3/30/2024,4/15/2024,2,252.27,504.54,CC91,GL16300,USD,Grace Moore,5500000,5499851.52,Warehouse,Procurement Manager,Japan,+81 7676848357,higgins-rivera@gmail.com,4.94,3,6,1.67,The D-Link DGS-1016D is an unmanaged Gigabit Ethernet switch designed for simple and cost-effective network expansion. It offers reliable connectivity and energy-efficient performance.,"Specs: 16 Gigabit Ethernet ports, fanless design, desktop/wall-mount, auto MDI/MDI-X, plug-and-play."
Computers & Electronics,Printer,Xerox B210,I126,CAT009,,,,,,PO860,Larry Patton,US089,"Anderson, Schultz and Cook",SUP049,3/13/2024,3/22/2024,14,220.95,3093.3,CC103,GL17400,USD,Bob Lee,1900000,1891624.92,Production,Department Head,France,+33 9101817281,andersonschultzandcook@gmail.com,2.56,8,9,1.49,"The Xerox B210 is a compact and reliable monochrome laser printer designed for small and home offices. It offers fast printing speeds, high-quality output, and easy setup and maintenance.","Specs: Up to 31 ppm, 1200x1200 dpi, USB connectivity, 250-sheet tray, wireless networking optional."
Office Furniture,Conference Table,Tribesigns Modern Conference Table,I093,CAT009,,,,,,PO861,Justin Baldwin,US087,"Anderson, Schultz and Cook",SUP049,3/10/2024,4/7/2024,1,121.18,121.18,CC84,GL15600,USD,Cathy Brown,1200000,1199891.08,Finance,Procurement Manager,France,+33 9101817281,andersonschultzandcook@gmail.com,2.56,8,9,1.49,The Tribesigns Modern Conference Table is a contemporary conference table with a sleek and minimalist design. It features a durable metal frame and a tempered glass top for a modern look.,"Specs: Dimensions: 63"" L x 32"" W x 29.5"" H, tempered glass top, metal frame, easy assembly."
Presentation Equipment,Projector,BenQ HT2050A,I103,CAT005,,,,,,PO862,Vincent Graham,US014,"Adams, Martinez and Olson",SUP045,6/5/2024,6/29/2024,5,253.31,1266.55,CC93,GL16500,USD,Henry Hall,100000,94158.65,Marketing,Department Head,Germany,+49 6170924663,adamsmartinezandolson@gmail.com,2.15,6,8,3.07,"The BenQ HT2050A is a full HD home theater projector designed for immersive movie experiences. It features high brightness, deep contrast, and easy setup for optimal viewing.","Specs: 2,200 lumens, 1920x1080 resolution, 15,000:1 contrast ratio, dual HDMI inputs, vertical lens shift."
Networking Devices,Switch,D-Link DGS-1016D,I136,CAT011,,,,,,PO863,Nathan Koch,US010,Gregory Ltd,SUP051,2/27/2024,3/14/2024,16,235.6,3769.6,CC91,GL16300,USD,Grace Moore,5500000,5498812.16,Warehouse,Procurement Manager,Australia,+61 3926452781,gregoryltd@gmail.com,3.69,9,12,1.29,The D-Link DGS-1016D is an unmanaged Gigabit Ethernet switch designed for simple and cost-effective network expansion. It offers reliable connectivity and energy-efficient performance.,"Specs: 16 Gigabit Ethernet ports, fanless design, desktop/wall-mount, auto MDI/MDI-X, plug-and-play."
Office Furniture,Conference Table,Sauder Heritage Hill Executive Desk,I092,CAT008,,,,,,PO864,Joseph Lee,US055,Walters-Baldwin,SUP048,5/25/2024,6/14/2024,5,101.01,505.05,CC80,GL15500,USD,John Doe,100000,99316,Maintenance,Department Head,France,+33 9904244355,walters-baldwin@gmail.com,3.99,4,7,4.69,"The Sauder Heritage Hill Executive Desk is a stylish and spacious conference table with a classic design. It features a sturdy construction, ample workspace, and built-in storage.","Specs: Dimensions: 71"" W x 35.6"" D x 29.6"" H, solid wood construction, file drawer, keyboard tray."
Computers & Electronics,Printer,Epson EcoTank ET-4760,I125,CAT004,,,,,,PO865,George Santos,US053,Andrews-Ferguson,SUP044,2/17/2024,2/20/2024,7,110.8,775.6,CC94,GL16600,USD,Henry Hall,170000,165976.47,Marketing,Department Head,Australia,+61 7215765039,andrews-ferguson@gmail.com,4.41,8,10,1.64,"The Epson EcoTank ET-4760 is a cartridge-free all-in-one inkjet printer designed for high-volume printing with low operating costs. It offers versatile printing, scanning, copying, and faxing capabilities, along with wireless connectivity.","Specs: Up to 4800x1200 dpi, auto duplex printing, wireless/Ethernet connectivity, 250-sheet tray, 2 years of ink included."
Office Furniture,Office Chair,Steelcase Leap Chair,I083,CAT011,,,,,,PO866,Jason Bishop,US030,Gregory Ltd,SUP051,6/5/2024,6/24/2024,1,186.81,186.81,CC100,GL17200,USD,Bob Lee,1500000,1499903.77,Production,Procurement Manager,Australia,+61 3926452781,gregoryltd@gmail.com,3.69,9,12,1.29,"The Steelcase Leap Chair is an ergonomic office chair designed for all-day comfort. It features a flexible back and seat, adjustable lumbar support, and a recline mechanism that responds to your body weight and movements.","Specs: LiveBack technology, natural glide system, adjustable lumbar support, 4D armrests, adjustable seat depth."
Networking Devices,Switch,MikroTik CRS305-1G-4S+IN,I140,CAT011,,,,,,PO867,Shawn Zuniga,US095,Gregory Ltd,SUP051,4/10/2024,5/7/2024,9,272.29,2450.61,CC91,GL16300,USD,Grace Moore,5500000,5499121.33,Warehouse,Department Head,Australia,+61 3926452781,gregoryltd@gmail.com,3.69,9,12,1.29,"The MikroTik CRS305-1G-4S+IN is a managed Gigabit Ethernet switch designed for small and medium businesses. It offers advanced routing and management features, PoE support, and reliable performance.","Specs: 5 Gigabit Ethernet ports, 4 PoE ports, 57W PoE budget, RouterOS Level 5 license, Layer 3 switching."
Office Furniture,Office Chair,La-Z-Boy Delano,I090,CAT012,,,,,,PO868,Tammy Foster,US011,Johnson and Sons,SUP052,1/2/2024,1/16/2024,17,279.38,4749.46,CC84,GL15600,USD,Cathy Brown,1200000,1198467.28,Finance,Procurement Manager,UK,+44 8267103639,johnsonandsons@gmail.com,3.01,7,11,2.54,"The La-Z-Boy Delano is a stylish and comfortable office chair designed for executive workspaces. It features a padded leather upholstery, adjustable lumbar support, and a tilt mechanism with tension control.","Specs: Leather upholstery, adjustable lumbar support, tilt mechanism, height adjustment, padded armrests."
Networking Devices,Switch,D-Link DGS-1016D,I136,CAT016,,,,,,PO869,Mark Huffman,US078,Martinez Inc,SUP056,1/3/2024,1/28/2024,4,156.5,626,CC83,GL15400,USD,John Doe,5000000,4999703.04,Maintenance,Department Head,Brazil,+55 4434062877,martinezinc@gmail.com,2.43,7,12,2.66,The D-Link DGS-1016D is an unmanaged Gigabit Ethernet switch designed for simple and cost-effective network expansion. It offers reliable connectivity and energy-efficient performance.,"Specs: 16 Gigabit Ethernet ports, fanless design, desktop/wall-mount, auto MDI/MDI-X, plug-and-play."
